GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
8428	2.32e-18	3.89e-20	0.0696	9.1911693	0.6397023	2536.65	STK24	serine/threonine kinase 24
107986925	2.54e-18	4.27e-20	0.1499	9.1810407	1.3761873	363.31	LOC107986925	uncharacterized LOC107986925
60437	2.69e-18	4.54e-20	0.2431	9.1743899	2.2306951	169.51	CDH26	cadherin 26
1736	3.76e-18	6.37e-20	0.0636	9.1378313	0.5809443	5095.01	DKC1	dyskerin pseudouridine synthase 1
23604	3.98e-18	6.77e-20	0.1265	9.1312703	1.1547675	522.36	DAPK2	death associated protein kinase 2
10370	4.74e-18	8.09e-20	0.0648	9.1119395	0.590775	3275.53	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
57580	6.06e-18	1.04e-19	0.0713	9.0847224	0.6475879	3413.51	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1
10512	7.14e-18	1.23e-19	0.0546	9.0663767	0.4945941	16298.8	SEMA3C	semaphorin 3C
10906	7.42e-18	1.28e-19	0.0678	-9.0617713	-0.6147033	2762.73	TRAFD1	TRAF-type zinc finger domain containing 1
221178	7.54e-18	1.31e-19	0.0612	9.0595953	0.5541936	4869.31	SPATA13	spermatogenesis associated 13
55686	8.40e-18	1.46e-19	0.0649	9.0473623	0.5874767	6269.27	MREG	melanoregulin
647024	1.38e-17	2.42e-19	0.109	8.9921728	0.9800024	763.07	C6orf132	chromosome 6 open reading frame 132
201895	1.59e-17	2.79e-19	0.0526	-8.9765927	-0.471849	17437.02	SMIM14	small integral membrane protein 14
9455	1.73e-17	3.04e-19	0.0662	8.9670821	0.5938335	2929.7	HOMER2	homer scaffold protein 2
57575	1.94e-17	3.44e-19	0.1085	-8.9534662	-0.9715411	797.32	PCDH10	protocadherin 10
7043	2.17e-17	3.87e-19	0.1399	-8.9406856	-1.2507763	432.6	TGFB3	transforming growth factor beta 3
84189	2.60e-17	4.64e-19	0.0939	-8.9205333	-0.837718	1223.49	SLITRK6	SLIT and NTRK like family member 6
59277	3.20e-17	5.75e-19	0.0703	-8.8968375	-0.6251008	2392.41	NTN4	netrin 4
11278	3.67e-17	6.60e-19	0.1126	-8.8813973	-1.0002721	642.32	KLF12	KLF transcription factor 12
1021	4.03e-17	7.28e-19	0.0822	-8.8704731	-0.7293378	1862.73	CDK6	cyclin dependent kinase 6
23596	4.62e-17	8.38e-19	0.1258	8.854867	1.1140306	504.48	OPN3	opsin 3
105370113	4.72e-17	8.61e-19	0.1158	-8.8518832	-1.0248342	615.22	LOC105370113	uncharacterized LOC105370113
55239	5.57e-17	1.02e-18	0.0774	8.8331308	0.6837772	2257.23	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1
81	6.43e-17	1.18e-18	0.0629	8.8166135	0.5545268	13890.9	ACTN4	actinin alpha 4
26579	7.58e-17	1.40e-18	0.2357	8.7976612	2.0738187	155.09	MYEOV	myeloma overexpressed
388677	7.88e-17	1.46e-18	0.0951	8.7929611	0.8361613	970.63	NOTCH2NLA	notch 2 N-terminal like A
6820	8.04e-17	1.49e-18	0.1162	8.7901838	1.0212026	606.04	SULT2B1	sulfotransferase family 2B member 1
1445	1.01e-16	1.87e-18	0.0803	8.7645873	0.7039072	2440.41	CSK	C-terminal Src kinase
144404	1.13e-16	2.12e-18	0.0837	8.7509013	0.7323085	1406.23	TMEM120B	transmembrane protein 120B
2353	1.31e-16	2.47e-18	0.1476	8.7335899	1.2889141	385.05	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
8566	1.31e-16	2.47e-18	0.0692	-8.7333886	-0.6044343	4372.81	PDXK	pyridoxal kinase
2617	1.36e-16	2.58e-18	0.0599	8.7287505	0.5226145	10310.96	GARS1	glycyl-tRNA synthetase 1
11145	1.96e-16	3.72e-18	0.1044	8.6869183	0.9071066	851.74	PLAAT3	phospholipase A and acyltransferase 3
57669	2.14e-16	4.07e-18	0.066	-8.6767029	-0.572985	3693.96	EPB41L5	erythrocyte membrane protein band 4.1 like 5
10826	2.57e-16	4.91e-18	0.0772	8.6553891	0.6684398	1774.44	FAXDC2	fatty acid hydroxylase domain containing 2
6196	3.48e-16	6.69e-18	0.1348	8.620116	1.162107	434.84	RPS6KA2	ribosomal protein S6 kinase A2
57530	3.54e-16	6.83e-18	0.0674	-8.6176755	-0.5807871	3599.37	CGN	cingulin
79876	4.36e-16	8.44e-18	0.0804	-8.5935059	-0.6912226	1657.44	UBA5	ubiquitin like modifier activating enzyme 5
201562	4.50e-16	8.74e-18	0.0597	8.5894857	0.5128534	9060.52	HACD2	3-hydroxyacyl-CoA dehydratase 2
4131	4.75e-16	9.26e-18	0.112	8.5827752	0.9609716	655.82	MAP1B	microtubule associated protein 1B
8669	5.08e-16	9.94e-18	0.066	8.5746097	0.5660613	4170.24	EIF3J	eukaryotic translation initiation factor 3 subunit J
7088	5.17e-16	1.01e-17	0.0673	-8.5722906	-0.5770125	2856.89	TLE1	TLE family member 1, transcriptional corepressor
57217	5.44e-16	1.07e-17	0.0822	8.5658809	0.7041162	1572.45	TTC7A	tetratricopeptide repeat domain 7A
6001	5.85e-16	1.16e-17	0.11	8.5571933	0.9414729	692.37	RGS10	regulator of G protein signaling 10
51633	6.35e-16	1.26e-17	0.0896	8.5472564	0.7656164	1514.74	OTUD6B	OTU deubiquitinase 6B
54206	6.91e-16	1.38e-17	0.0731	8.5371415	0.6244894	2967.48	ERRFI1	ERBB receptor feedback inhibitor 1
5932	7.51e-16	1.50e-17	0.0662	8.5271573	0.5642214	3440.33	RBBP8	RB binding protein 8, endonuclease
79754	7.61e-16	1.53e-17	0.0816	8.5251515	0.695846	1467.09	ASB13	ankyrin repeat and SOCS box containing 13
10160	8.19e-16	1.65e-17	0.0678	8.5161875	0.577784	2868.18	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1
27031	8.55e-16	1.73e-17	0.1443	-8.5108971	-1.2279755	394.69	NPHP3	nephrocystin 3
9221	8.95e-16	1.81e-17	0.0587	8.5051017	0.4995747	7597.22	NOLC1	nucleolar and coiled-body phosphoprotein 1
8507	9.24e-16	1.88e-17	0.077	-8.5011004	-0.6549316	3428.5	ENC1	ectodermal-neural cortex 1
84159	9.29e-16	1.90e-17	0.0749	-8.5000368	-0.6365942	2031.21	ARID5B	AT-rich interaction domain 5B
400793	1.02e-15	2.08e-17	0.0917	8.4890567	0.7780519	1148.86	C1orf226	chromosome 1 open reading frame 226
5165	1.07e-15	2.19e-17	0.0713	-8.4829856	-0.6052196	2293.67	PDK3	pyruvate dehydrogenase kinase 3
3055	1.37e-15	2.82e-17	0.2561	8.4538978	2.1649117	131.1	HCK	HCK proto-oncogene, Src family tyrosine kinase
9536	1.40e-15	2.89e-17	0.3351	8.4510519	2.8316655	87.63	PTGES	prostaglandin E synthase
171019	1.49e-15	3.10e-17	0.0554	-8.4427947	-0.4675722	7678.41	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
149175	1.80e-15	3.75e-17	0.0829	8.420567	0.6979831	1577.6	MANEAL	mannosidase endo-alpha like
22807	2.02e-15	4.21e-17	0.0912	-8.4068481	-0.7665353	1087.64	IKZF2	IKAROS family zinc finger 2
79170	2.11e-15	4.42e-17	0.0787	-8.401169	-0.6611522	1715.78	PRR15L	proline rich 15 like
10809	2.89e-15	6.07e-17	0.0586	8.3638605	0.4903589	7205.13	STARD10	StAR related lipid transfer domain containing 10
25902	3.03e-15	6.40e-17	0.0754	8.357608	0.6297584	2712.2	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
6990	3.70e-15	7.85e-17	0.0825	8.3335464	0.6873506	2149.59	DYNLT3	dynein light chain Tctex-type 3
8997	3.85e-15	8.19e-17	0.1367	-8.328464	-1.1381237	426.42	KALRN	kalirin RhoGEF kinase
84129	4.45e-15	9.49e-17	0.1428	-8.3109728	-1.1868777	380.22	ACAD11	acyl-CoA dehydrogenase family member 11
58489	5.24e-15	1.12e-16	0.085	8.2912981	0.7049548	1416.93	ABHD17C	abhydrolase domain containing 17C, depalmitoylase
1643	7.10e-15	1.52e-16	0.0674	-8.2545579	-0.5560732	2912.75	DDB2	damage specific DNA binding protein 2
254827	9.32e-15	2.01e-16	0.1156	-8.2216214	-0.9500738	676.86	NAALADL2	N-acetylated alpha-linked acidic dipeptidase like 2
100506492	1.05e-14	2.28e-16	0.0527	8.2065043	0.4327337	19961.54	DSCAM-AS1	DSCAM antisense RNA 1
5795	1.12e-14	2.43e-16	0.0647	-8.1987675	-0.5300844	3440.98	PTPRJ	protein tyrosine phosphatase receptor type J
51114	1.15e-14	2.49e-16	0.0676	8.1956348	0.5541587	2657.61	ZDHHC9	zinc finger DHHC-type palmitoyltransferase 9
23657	1.20e-14	2.61e-16	0.0854	8.1899615	0.6991879	2623.9	SLC7A11	solute carrier family 7 member 11
7031	1.29e-14	2.83e-16	0.0968	8.1803467	0.7917406	1072.93	TFF1	trefoil factor 1
10401	1.46e-14	3.20e-16	0.0651	-8.1655595	-0.5311956	3068.51	PIAS3	protein inhibitor of activated STAT 3
9315	1.54e-14	3.39e-16	0.125	-8.1585839	-1.019625	544.69	NREP	neuronal regeneration related protein
282809	1.55e-14	3.42e-16	0.0878	8.1573351	0.7161713	2261.98	POC1B	POC1 centriolar protein B
6461	1.66e-14	3.68e-16	0.0964	8.1486689	0.7851931	964.05	SHB	SH2 domain containing adaptor protein B
2064	1.97e-14	4.39e-16	0.0911	-8.1272878	-0.7404001	2268.15	ERBB2	erb-b2 receptor tyrosine kinase 2
57478	2.00e-14	4.46e-16	0.0792	8.1252908	0.6434274	2390.86	USP31	ubiquitin specific peptidase 31
7764	2.09e-14	4.67e-16	0.0488	-8.1197619	-0.3963093	25595.99	ZNF217	zinc finger protein 217
155370	2.10e-14	4.71e-16	0.0837	8.1188614	0.6796778	1522.65	SBDSP1	SBDS pseudogene 1
92291	2.56e-14	5.77e-16	0.0927	-8.0940034	-0.7501276	1074.03	CAPN13	calpain 13
54865	2.82e-14	6.38e-16	0.0815	8.081808	0.658738	1591.04	GPATCH4	G-patch domain containing 4 (gene/pseudogene)
928	2.82e-14	6.38e-16	0.0564	8.0819077	0.4554225	6475.12	CD9	CD9 molecule
54809	3.48e-14	7.92e-16	0.15	8.0555026	1.208262	346.37	SAMD9	sterile alpha motif domain containing 9
81617	3.63e-14	8.29e-16	0.1352	-8.0499089	-1.0879935	482.51	CAB39L	calcium binding protein 39 like
22836	3.73e-14	8.53e-16	0.0685	8.0463626	0.5509433	5880.21	RHOBTB3	Rho related BTB domain containing 3
57007	3.76e-14	8.63e-16	0.0601	-8.0449542	-0.4832039	6004.87	ACKR3	atypical chemokine receptor 3
10690	4.16e-14	9.58e-16	0.089	-8.0321345	-0.7146646	1215.66	FUT9	fucosyltransferase 9
57648	4.92e-14	1.14e-15	0.0721	-8.011232	-0.5779395	4428.58	KIAA1522	KIAA1522
6653	5.18e-14	1.20e-15	0.1308	-8.0045652	-1.0466388	457.68	SORL1	sortilin related receptor 1
23555	6.34e-14	1.47e-15	0.0684	7.9793103	0.5455052	2792.65	TSPAN15	tetraspanin 15
9498	7.54e-14	1.76e-15	0.1389	-7.9574854	-1.1053231	412.07	SLC4A8	solute carrier family 4 member 8
55332	7.98e-14	1.86e-15	0.0937	-7.9500598	-0.7447015	1006.88	DRAM1	DNA damage regulated autophagy modulator 1
57822	8.39e-14	1.97e-15	0.2576	-7.9435048	-2.0459738	127.43	GRHL3	grainyhead like transcription factor 3
3720	9.07e-14	2.13e-15	0.0597	7.9334108	0.4738135	5313.84	JARID2	jumonji and AT-rich interaction domain containing 2
27198	9.07e-14	2.14e-15	0.2201	-7.9330465	-1.7458862	161.86	HCAR1	hydroxycarboxylic acid receptor 1
9980	9.13e-14	2.16e-15	0.0661	7.9318025	0.524362	3959.43	DOP1B	DOP1 leucine zipper like protein B
5205	9.23e-14	2.19e-15	0.061	7.9301082	0.4837639	5382.47	ATP8B1	ATPase phospholipid transporting 8B1
642515	1.08e-13	2.56e-15	0.2266	-7.9105115	-1.7921678	161.03	PRRT1B	proline rich transmembrane protein 1B
22996	1.09e-13	2.60e-15	0.0648	7.908623	0.5122734	3114.74	TTC39A	tetratricopeptide repeat domain 39A
23362	1.12e-13	2.69e-15	0.1159	-7.9044296	-0.9163984	594.53	PSD3	pleckstrin and Sec7 domain containing 3
114569	1.20e-13	2.89e-15	0.0542	-7.8957173	-0.4277645	17574.4	MAL2	mal, T cell differentiation protein 2
4141	1.42e-13	3.41e-15	0.0523	7.8747527	0.4119021	13504.5	MARS1	methionyl-tRNA synthetase 1
91584	1.83e-13	4.42e-15	0.1549	-7.8424796	-1.2149417	460.56	PLXNA4	plexin A4
1509	1.91e-13	4.63e-15	0.0662	7.8364964	0.5188685	18872.96	CTSD	cathepsin D
9949	2.16e-13	5.24e-15	0.0725	7.821012	0.5666577	2835.61	AMMECR1	AMMECR nuclear protein 1
4646	2.17e-13	5.28e-15	0.0535	-7.8200418	-0.4185265	12120.76	MYO6	myosin VI
107986827	2.37e-13	5.80e-15	0.0656	7.80822	0.5123002	6217.96	CZ1P-ASNS	CZ1P-ASNS readthrough
7538	2.83e-13	6.93e-15	0.0999	7.7858392	0.7781291	887.39	ZFP36	ZFP36 ring finger protein
440	2.96e-13	7.28e-15	0.0657	7.7795787	0.5107795	6225.31	ASNS	asparagine synthetase (glutamine-hydrolyzing)
7057	3.08e-13	7.61e-15	0.0501	-7.7738572	-0.3898549	21544.82	THBS1	thrombospondin 1
23062	3.08e-13	7.61e-15	0.0624	7.7739551	0.4847769	4315.88	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
399694	3.12e-13	7.73e-15	0.1588	7.7718791	1.2344029	312.15	SHC4	SHC adaptor protein 4
5327	3.13e-13	7.79e-15	0.4599	7.7709534	3.5736517	63.43	PLAT	plasminogen activator, tissue type
57758	3.21e-13	8.00e-15	0.0656	-7.7675635	-0.509398	6058.99	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2
7980	3.28e-13	8.20e-15	0.1566	7.7643862	1.2162289	343.88	TFPI2	tissue factor pathway inhibitor 2
9748	3.65e-13	9.15e-15	0.0705	7.7505325	0.5464764	2677.93	SLK	STE20 like kinase
9467	3.84e-13	9.65e-15	0.0733	7.7437206	0.5677819	2085.48	SH3BP5	SH3 domain binding protein 5
114904	3.94e-13	9.94e-15	0.1056	7.7400817	0.8172837	769.59	C1QTNF6	C1q and TNF related 6
5239	3.98e-13	1.01e-14	0.1598	-7.7384904	-1.2368742	317.8	PGM5	phosphoglucomutase 5
9891	4.05e-13	1.03e-14	0.1234	-7.7357894	-0.9542344	534.35	NUAK1	NUAK family kinase 1
4756	4.67e-13	1.19e-14	0.0577	-7.7173444	-0.445277	5455.85	NEO1	neogenin 1
5493	5.98e-13	1.52e-14	0.0858	-7.6855896	-0.6592042	2234.41	PPL	periplakin
23212	6.77e-13	1.73e-14	0.0875	7.6692159	0.6708089	1214.77	RRS1	ribosome biogenesis regulator 1 homolog
79888	7.03e-13	1.80e-14	0.0669	7.6639818	0.5127884	4106.08	LPCAT1	lysophosphatidylcholine acyltransferase 1
8202	7.04e-13	1.81e-14	0.0482	-7.6635024	-0.3690011	54642.26	NCOA3	nuclear receptor coactivator 3
9120	7.19e-13	1.85e-14	0.0765	7.6603741	0.5859006	2074.07	SLC16A6	solute carrier family 16 member 6
388228	7.87e-13	2.03e-14	0.1074	-7.6485139	-0.8212478	896.01	SBK1	SH3 domain binding kinase 1
5796	9.49e-13	2.46e-14	0.0546	-7.6240308	-0.4160411	9413.4	PTPRK	protein tyrosine phosphatase receptor type K
26118	1.01e-12	2.61e-14	0.069	7.6161879	0.5255068	2872.7	WSB1	WD repeat and SOCS box containing 1
55603	1.11e-12	2.89e-14	0.0679	7.6032057	0.516457	3987.61	TENT5A	terminal nucleotidyltransferase 5A
1826	1.24e-12	3.25e-14	0.0632	7.5879801	0.4794761	3429.25	DSCAM	DS cell adhesion molecule
8720	1.34e-12	3.51e-14	0.0533	-7.5781255	-0.4036038	10411.8	MBTPS1	membrane bound transcription factor peptidase, site 1
166336	1.43e-12	3.75e-14	0.0598	7.569427	0.4529002	4680.37	PRICKLE2	prickle planar cell polarity protein 2
1016	1.59e-12	4.18e-14	0.169	-7.5553588	-1.2768994	262.53	CDH18	cadherin 18
54205	1.65e-12	4.37e-14	0.0653	7.5495565	0.4928466	5759.95	CYCS	cytochrome c, somatic
341640	1.79e-12	4.74e-14	0.0669	7.5389118	0.5043146	2825.66	FREM2	FRAS1 related extracellular matrix 2
255743	1.87e-12	4.96e-14	0.059	-7.5330535	-0.4445074	4776.64	NPNT	nephronectin
100499467	2.03e-12	5.41e-14	0.1333	7.5215727	1.0029165	471.96	LINC00673	long intergenic non-protein coding RNA 673
79084	2.16e-12	5.75e-14	0.075	7.5135874	0.5632482	1910.57	WDR77	WD repeat domain 77
160760	2.32e-12	6.22e-14	0.0899	7.5034333	0.674699	1454.28	PPTC7	protein phosphatase targeting COQ7
6059	2.42e-12	6.49e-14	0.0732	7.4978901	0.5489669	4818.95	ABCE1	ATP binding cassette subfamily E member 1
81578	2.59e-12	6.96e-14	0.1724	7.488563	1.2908251	274.98	COL21A1	collagen type XXI alpha 1 chain
10057	2.62e-12	7.07e-14	0.0725	-7.4864756	-0.5430993	2375.09	ABCC5	ATP binding cassette subfamily C member 5
9669	2.72e-12	7.36e-14	0.0607	7.4812639	0.4540536	5976.71	EIF5B	eukaryotic translation initiation factor 5B
8908	3.04e-12	8.23e-14	0.174	-7.4665532	-1.299132	285.42	GYG2	glycogenin 2
7402	3.55e-12	9.66e-14	0.0678	-7.4454936	-0.5051709	2821.59	UTRN	utrophin
51119	3.62e-12	9.88e-14	0.0717	7.4425185	0.5339576	2870.12	SBDS	SBDS ribosome maturation factor
285382	3.74e-12	1.02e-13	0.1252	7.4382051	0.9310419	501.12	C3orf70	chromosome 3 open reading frame 70
2494	3.77e-12	1.03e-13	0.3676	7.436533	2.7339023	79.4	NR5A2	nuclear receptor subfamily 5 group A member 2
760	3.80e-12	1.04e-13	0.0738	7.4352737	0.5484045	2051.06	CA2	carbonic anhydrase 2
51602	4.02e-12	1.11e-13	0.0708	7.4274168	0.5255643	4390.41	NOP58	NOP58 ribonucleoprotein
729993	4.26e-12	1.17e-13	0.0923	-7.4195826	-0.6848777	1081.47	SHISA9	shisa family member 9
9543	4.42e-12	1.22e-13	0.1556	-7.4141976	-1.1533421	330.6	IGDCC3	immunoglobulin superfamily DCC subclass member 3
1848	4.91e-12	1.36e-13	0.1209	7.4000481	0.8950279	572.1	DUSP6	dual specificity phosphatase 6
1112	5.12e-12	1.42e-13	0.1038	-7.3941338	-0.7677539	826.38	FOXN3	forkhead box N3
5829	5.18e-12	1.45e-13	0.065	-7.3920848	-0.4807181	5136.42	PXN	paxillin
139065	5.63e-12	1.57e-13	0.2417	7.3807026	1.7841621	162.14	SLITRK4	SLIT and NTRK like family member 4
2258	7.32e-12	2.05e-13	0.1279	-7.3453398	-0.9393413	487.94	FGF13	fibroblast growth factor 13
23223	7.36e-12	2.07e-13	0.0954	7.3443262	0.7005559	1050.05	RRP12	ribosomal RNA processing 12 homolog
6478	7.48e-12	2.11e-13	0.0656	7.341729	0.481299	3144.69	SIAH2	siah E3 ubiquitin protein ligase 2
4091	8.20e-12	2.32e-13	0.1112	-7.3291868	-0.8151084	697.82	SMAD6	SMAD family member 6
50515	8.39e-12	2.37e-13	0.1455	7.3258495	1.0660267	364.56	CHST11	carbohydrate sulfotransferase 11
10140	8.49e-12	2.41e-13	0.0577	7.323915	0.42228	7076.37	TOB1	transducer of ERBB2, 1
26018	9.14e-12	2.60e-13	0.1024	7.3136638	0.7488009	873.33	LRIG1	leucine rich repeats and immunoglobulin like domains 1
10268	9.72e-12	2.77e-13	0.0965	-7.3050405	-0.7052017	1673.12	RAMP3	receptor activity modifying protein 3
54910	9.78e-12	2.80e-13	0.0747	-7.3038506	-0.5452538	3125.46	SEMA4C	semaphorin 4C
55343	9.88e-12	2.83e-13	0.0598	-7.3021573	-0.4364879	5358.17	SLC35C1	solute carrier family 35 member C1
348110	1.00e-11	2.87e-13	0.106	-7.3001539	-0.7737181	761.88	ARPIN	actin related protein 2/3 complex inhibitor
101060684	1.05e-11	3.04e-13	0.0699	7.2928339	0.5098977	2552.01	NBPF26	NBPF member 26
64782	1.07e-11	3.09e-13	0.0725	7.2905955	0.528453	2339.21	AEN	apoptosis enhancing nuclease
5292	1.07e-11	3.10e-13	0.1045	7.2900894	0.7620354	783.74	PIM1	Pim-1 proto-oncogene, serine/threonine kinase
1399	1.11e-11	3.21e-13	0.059	7.2850978	0.4298782	5320.75	CRKL	CRK like proto-oncogene, adaptor protein
10106	1.19e-11	3.45e-13	0.0589	-7.2754038	-0.4282245	7416.89	CTDSP2	CTD small phosphatase 2
9537	1.22e-11	3.54e-13	0.0841	-7.27192	-0.6112193	2908.13	TP53I11	tumor protein p53 inducible protein 11
29984	1.31e-11	3.84e-13	0.1081	7.2611601	0.7846331	986.82	RHOD	ras homolog family member D
10020	1.32e-11	3.88e-13	0.1222	-7.2597046	-0.8870111	525.3	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
10529	1.43e-11	4.21e-13	0.0622	-7.2487918	-0.4511141	4183.29	NEBL	nebulette
81031	1.47e-11	4.31e-13	0.1144	-7.2453547	-0.8286727	647.71	SLC2A10	solute carrier family 2 member 10
8564	1.70e-11	5.03e-13	0.1552	7.2245472	1.1209245	316.58	KMO	kynurenine 3-monooxygenase
573	1.92e-11	5.69e-13	0.0749	7.2077727	0.5400984	1908.58	BAG1	BAG cochaperone 1
23560	2.08e-11	6.18e-13	0.0639	7.1964864	0.4602123	5089.55	GTPBP4	GTP binding protein 4
340895	2.20e-11	6.53e-13	0.1616	-7.1889821	-1.1614113	289.88	MALRD1	MAM and LDL receptor class A domain containing 1
9697	2.25e-11	6.70e-13	0.0724	-7.1853662	-0.5198967	2287.5	TRAM2	translocation associated membrane protein 2
10528	2.32e-11	6.93e-13	0.059	7.1807443	0.4233252	5843.22	NOP56	NOP56 ribonucleoprotein
6897	2.68e-11	8.02e-13	0.0608	7.1607868	0.435044	7773.16	TARS1	threonyl-tRNA synthetase 1
10105	2.70e-11	8.10e-13	0.0679	7.1594287	0.4858664	2738.81	PPIF	peptidylprolyl isomerase F
404093	3.19e-11	9.60e-13	0.0708	7.136079	0.5055332	3519.28	CUEDC1	CUE domain containing 1
26154	4.10e-11	1.24e-12	0.0911	-7.1013489	-0.6469163	1317.96	ABCA12	ATP binding cassette subfamily A member 12
210	4.80e-11	1.45e-12	0.0937	-7.0792456	-0.6631703	1284.68	ALAD	aminolevulinate dehydratase
65084	4.83e-11	1.46e-12	0.0904	-7.0780574	-0.6399514	1155.16	TMEM135	transmembrane protein 135
6902	5.41e-11	1.64e-12	0.069	7.062001	0.4875325	3260.15	TBCA	tubulin folding cofactor A
9429	5.44e-11	1.65e-12	0.1685	7.0608899	1.1895879	269.22	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
91947	5.55e-11	1.69e-12	0.0957	7.0577852	0.6752058	1097.2	ARRDC4	arrestin domain containing 4
87178	6.36e-11	1.95e-12	0.0822	7.0383396	0.5782074	1572.48	PNPT1	polyribonucleotide nucleotidyltransferase 1
51566	7.02e-11	2.15e-12	0.0743	7.024346	0.5220004	2026.26	ARMCX3	armadillo repeat containing X-linked 3
5934	7.34e-11	2.25e-12	0.0695	-7.0177963	-0.487826	2448.07	RBL2	RB transcriptional corepressor like 2
203447	7.78e-11	2.40e-12	0.1985	-7.0093043	-1.3910794	189.7	NRK	Nik related kinase
4773	7.93e-11	2.45e-12	0.117	-7.0063982	-0.8200581	606.06	NFATC2	nuclear factor of activated T cells 2
105372578	8.43e-11	2.61e-12	0.1247	-6.9975008	-0.8725962	509.35	LINC02967	long intergenic non-protein coding RNA 2967
8525	9.19e-11	2.85e-12	0.0863	6.9849376	0.6024974	1881.11	DGKZ	diacylglycerol kinase zeta
24145	9.21e-11	2.86e-12	0.0735	-6.9843721	-0.5135251	2298.17	PANX1	pannexin 1
374443	9.39e-11	2.92e-12	0.1285	-6.9814146	-0.896867	555.12	LOC374443	C-type lectin domain family 2 member D pseudogene
84365	9.42e-11	2.94e-12	0.0817	6.980634	0.5703333	1490.17	NIFK	nucleolar protein interacting with the FHA domain of MKI67
6857	1.05e-10	3.27e-12	0.0703	-6.9654959	-0.4898179	2422.05	SYT1	synaptotagmin 1
5366	1.05e-10	3.28e-12	0.109	6.9652522	0.7591145	763.24	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
1846	1.21e-10	3.82e-12	0.0653	-6.9438181	-0.4535707	3334.81	DUSP4	dual specificity phosphatase 4
5916	1.35e-10	4.26e-12	0.0853	-6.9281274	-0.5910606	1726.64	RARG	retinoic acid receptor gamma
51097	1.42e-10	4.47e-12	0.0664	-6.9213203	-0.4596481	3766.3	SCCPDH	saccharopine dehydrogenase (putative)
1717	1.47e-10	4.66e-12	0.0624	6.9154562	0.4313396	7355.51	DHCR7	7-dehydrocholesterol reductase
10439	1.50e-10	4.75e-12	0.0685	6.9129204	0.47387	2538.53	OLFM1	olfactomedin 1
8204	1.56e-10	4.97e-12	0.0611	6.9065289	0.4219475	10136.29	NRIP1	nuclear receptor interacting protein 1
1503	1.60e-10	5.12e-12	0.0692	6.9023059	0.477842	2885.67	CTPS1	CTP synthase 1
145978	1.60e-10	5.12e-12	0.0796	-6.9021731	-0.5494476	1672.11	LINC00052	long intergenic non-protein coding RNA 52
105372815	1.69e-10	5.42e-12	0.1239	6.8940919	0.8541279	569.15	LOC105372815	uncharacterized LOC105372815
23420	1.70e-10	5.46e-12	0.0545	6.8930311	0.3753266	8396.12	NOMO1	NODAL modulator 1
153222	1.98e-10	6.36e-12	0.1241	-6.8712756	-0.8528625	513.5	CREBRF	CREB3 regulatory factor
3423	1.98e-10	6.36e-12	0.0591	-6.871349	-0.4064258	4594.15	IDS	iduronate 2-sulfatase
1407	2.15e-10	6.95e-12	0.0885	6.8586578	0.6070478	1282.19	CRY1	cryptochrome circadian regulator 1
9649	2.26e-10	7.31e-12	0.0999	-6.8515246	-0.6846022	843.35	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1
653149	2.42e-10	7.86e-12	0.2035	6.8411251	1.3920982	183.13	NBPF6	NBPF member 6
9377	2.51e-10	8.16e-12	0.0641	6.8356738	0.4382256	3324.03	COX5A	cytochrome c oxidase subunit 5A
10610	2.51e-10	8.15e-12	0.0919	-6.8359279	-0.627886	1181.6	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
801	2.52e-10	8.24e-12	0.0537	6.834382	0.3669145	21569.15	CALM1	calmodulin 1
